ID,المدينة,اسم المنشأة,درجة تصنيف المنشأة,رقم الجوال,البريد الالكتروني,العنوان,الموقع الالكتروني
2047,الرياض,روابط التخطيط للهندسة المدنية,2,560078158,Melafkh1@gmail.com,الرياض,NOT.COM
2048,الرياض,شركة سرفيسز ديز اين تكنولوجي وشريكه للاستشارات الهندسية,4,580282394,info-KSA@sdtconsultant.com,,
2049,الرياض,مؤسسة السيداق للمقاولات,3,506976062,qays82@gmail.com,,
2050,الرياض,مكتب النخبة للاستشارات الهندسية,6,505245009,aat1976@hotmail.com,الرياض حي الروضة شارع حفصة بنت عمر,arc.hazem
2051,الرياض,وضوح للاستشارات الهندسية,2,555233123,mn_1000@hotmail.com,الياسمين,www.clrityeng.com
2052,الرياض,شركة اركان المتحدة للمقاولات (شركة شخص واحد),6,532000083,,,
2053,الرياض,شركة أشاد الاعمار للمقاولات (شركة شخص واحد),6,554996657,,,
2054,الرياض,محمد علي محمد ال دغيش للاستشارات الهندسية,,501139272,aldoghish1@gmail.com,RLMB3378,AldoghishEngineering.com
2055,الرياض,سترادافيردي وشريكه للاستشارات الهندسية,5,505407617,rhanna@stradaverde.net,,
2056,الرياض,سعد محمد الشيخ للاستشارات الهندسية,6,555420662,SFSF_19@hotmail.com,الرياض- المحمدية - طريق الملك عبد الله مع التخصصي,WWW.ALSHAIH-CONSULT.COM
2057,الرياض,عبدالعزيز ناصر عجيان  لهندسة العمارة,6,555781900,aojayannaseer@gmail.com,الملقا,aojayannaseer.com
2058,الرياض,شركة تمكين الدولية للمقاولات,1,536666693,,,
2059,الرياض,مؤسسه سما شمسان للمقاولات,6,508922263,qazx4546@hotmail.com,,
2060,الرياض,مؤسسة روؤية منزلك للمقاولات المعمارية,6,555007424,,,
2061,الرياض,نظرة البناء للهندسة المدنية,6,581833300,osamah_alharbi@hotmail.com,"الامير سعود بن عبدالله بن جلوي، القيروان، الرياض 13518",www.cvision.com.sa
2062,الرياض,شركة الموئل للاستشارات الهندسية شركة شخص واحد,1,500276677,contact@almawelconsult.com,طريق الامير محمد بن سلمان,www.almawelconsult.com
2063,الرياض,إيدج للهندسة المدنية,6,554220833,muqbil.h95@gmail.com,,
2064,الرياض,أثر المكان للإستشارات الهندسية,6,505619185,a.binhumaid@hotmail.com,المروج,athrecc.com
2065,الرياض,علياء للاستشارات الهندسية,6,503488490,eng.fahd@gmail.com,حي المرسلات,https://alyaec.com
2066,الرياض,اركان التطوير للهندسة المدنية,6,555434999,memutairi.13@gmail.com,مهدية,www.arkan.com
2067,الرياض,شركة مرسى البحار للمقاولات العامة شركة شخص واحد,5,500005010,,,
2068,الرياض,ضاوي فارس خصيوي الرويس للهندسة الكيميائية,6,541639797,dh.f.rwis@hotmail.com,المجمعه,dh.f.rwis
2069,الرياض,ارك فيو للاستشارات المهنية,1,539892999,info@arch-view.com,السليمانية,http://www.arch-view.com
2070,الرياض,اساس العمرانية للاستشارات الهندسية,6,506447517,asas@asas-omrania.com,شارع عثمان بن عفان,www.asas-omrania.com
2071,الرياض,مؤسسة مدادالخيرللمقاولات,6,554331311,aalkanaan@medadalkhaer.com,,
2072,الرياض,مؤسسة رمزالديكور للمقاولات,6,555086287,saudi.insat@gmail.com,,
2073,الرياض,شركة إنسات السعوديه للإنشاءات المحدودة - - -,6,555086287,saudi.insat@gmail.com,,
2074,الرياض,الجودة الفائقة للاستشارات الهندسية,6,505237709,adughait@gmail.com,حي الوادي,www.sqoce.com
2075,الرياض,رواد التقنية للاستشارات الهندسية,6,500655229,falah88@hotmail.com,الرياض - حي البيان,rwaad-sa.com
2076,الرياض,المدينة الذكية للاستشارات الهندسية,2,503055123,azoz1372saad@gmail.com,حي الربيع الرياض,http://sameerahmad-001-site3.dtempurl.com/Default.aspx
2077,الرياض,أكيل للاستشارات الهندسية,6,553238008,m.akeel86@gmail.com,,
2078,الرياض,مؤسسة بندر فلاح بن محمد القحطاني للمقاولات العامة,6,505932520,,,
2079,الرياض,ساتا للاستشارات الهندسية,6,554524111,alsuwailem.aziz@gmail.com,6741 طريق الملك عبدالعزيز حي الياسمين,www.sataksa.com
2080,الرياض,موسسة سرعه التطوير للمقاولات,6,543142895,waleed_ahmed6666@yahoo.com,,
2081,الرياض,انعكاس الفكرة للاستشارات الهندسية,6,504123757,arc.a.a.f@gmail.com,,
2082,الرياض,مؤسسة ركائز الجزيره للمقاولات,5,548733330,,,
2083,الرياض,القوس الذهبي للاستشارات الهندسية,6,555255588,alshammeri@hotmail.com,طريق العروبة - حي الورود,www.gae-ksa.com
2084,الرياض,كيان الفنية للاستشارات الهندسية,3,566665688,aoh-334@hotmail.com,الرياض حي العارض,kayan-consults.com.sa
2085,الرياض,مؤسسة متعب عبدالله الشويعر للمقاولات,6,503111050,,,
2086,الرياض,شركة المشروعات المتحده للصيانه والتشغيل,1,594099922,,,
2087,الرياض,شركة فن المعمار السعودية للصيانة المحدودة,3,560705899,A-B-D-1405@hotmail.com,,
2088,الرياض,مؤسسة فهد خالد محمد بن مقرن للمقاولات,6,559449790,Fa.almuqrin@gmail.com,الرياض حي العارض طريق الملك عبدالعزيز,www.almuqrin-est.com
2089,الرياض,مؤسسة محمد هليل العنزي للمقاولات,6,552526933,,,
2090,الرياض,شركة التقنية الحديثة للاستشارات الهندسية شركة شخص واحد,5,508670867,nts.office@gmail.com,شارع العليا - حي الصحافة,ntsksa.com
2091,الرياض,اتحاد المواهب للاستشارات الهندسية,,500040001,sshlowi@gmail.com,الرياض,tuec.com.sa
2092,الرياض,مؤسسة صالح محمد الوابل للمقاولات,6,555666486,,,
2093,الرياض,شركة الفريق الرقمي للاتصالات و تقنية المعلومات,1,540940484,,,
2094,الرياض,شركة صلتك للمقاولات,2,555112857,,,
2095,الرياض,شركة مجموعة الجرس السعودي,1,555112857,,,
2096,الرياض,شركة مجموعة الجرس السعودي,3,555112857,,,
2097,الرياض,الميل الثامن للمساحة الأرضية,6,504231331,ssaeedalg@gmail.com,المهدية,eighth.miles
2098,الرياض,نيازك للهندسة المدنية,6,569990441,ab-1616@hotmail.com,,
2099,الرياض,مفاتيح التطوير للاستشارات الهندسية,1,504287114,mmutair@cdp.moi.gov.sa,العليا,dkdesigners-group.com
2100,الرياض,الحلول المختصرة للاستشارات الهندسية,6,505225494,fjammaz@gmail.com,الرياض,www.addesigner.com.sa
2101,الرياض,فهد علي القفاري للإستشارات الهندسية,5,539551199,info@kafariarchitects.com,حي التعاون-طريق الامام سعود بن عبدالعزيز- مخرج 9-أعلى مغسلة الجبر-بعد مدارس عهد الاهلية,www.kafariarchitects.com
2102,الرياض,منارة الابداع للاستشارات الهندسية,4,559533504,alonazay@hotmail.com,حوطة بني تميم- طريق الملك سلمان,www.manarat-alebda3.com
2103,الرياض,مؤسسة حمدى غازى محمد العتيبي للمقاولات,6,566660038,,,
2104,الرياض,تكوين الابداع للهندسة المعمارية,6,569767001,muneer.51@hotmail.com,,
2105,الرياض,كمر للهندسة المعمارية,6,554509092,camr23.sa@gmail.com,الرياض على طريق اسماء بنت مالك,court4design.com
2106,الرياض,شركة مكان للاستشارات الهندسية شركة شخص واحد,6,500034316,ahmed.bamaruf@gmail.com,حي الربوة,www.mkan.sa
2107,الرياض,محمد عبدالله بن كديميس العوني المطيري للهندسة المدنية,6,507798018,vans.ab@outlook.sa,الرياض حي الرمال,www.kjdfhgv
2108,الرياض,الليم للاستشارات الهندسية,6,536344835,fshaikh.ldl@gmail.com,حى السليمانية,www.limeDesign.com.sa
2109,الرياض,محمد عبدالعزيز المنيع للاستشارات الهندسية,6,555258259,malmunie@yahoo.com,الروضه - امام بلديه الروضه,https://s3.us-east-2.amazonaws.com/mam-con.com/index.html
2110,الرياض,عبدالعزيز عبدالله محمد الراجحي للاستشارات الهندسية,6,506449028,aziz_alrajhi_1986@hotmail.com,الرياض - حى الملقا - طريق الأمير محمد بن سعد 13524,Riyadharch.com
2111,الرياض,الهيكل العمراني للاستشارات الهندسية,1,506498474,fahad@hykal.com.sa,الرياض,hykal.com.sa
2112,الرياض,مؤسسة التقديم العمراني للمقاولات,5,507004470,altakdeem552200@gmail.com,,
2113,الرياض,بدر قاعد ضويحي الغبيوي العتيبي للاستشارات الهندسية,6,540571336,4b@hotmail.sg,حي الحمرا-شارع المصانع,www.balady.com
2114,الرياض,المستوى الرفيع للاستشارات الهندسية,6,501882266,yaser_mengash@hotmail.com,طريق الامير ممدوح بن عبدالعزيز- السليمانية الرياض,www.hl-consultancy.com
2115,الرياض,العمران الاول للاستشارات الهندسية,6,566966512,Aldossari.mo@gmail.com,الرياض بلدية العريجاء السويدي الغربي,www.alamran.com
2116,الرياض,شركة لانا الطبية شركة مساهمة مقفلة,5,580030065,,,
2117,الرياض,دكة للاستشارات الهندسية,6,596959007,info@dakkah-ksa.com,طريق انس بن مالك حي الياسمين,www.dakkah-ksa.com
2118,الرياض,قادة الإعمار للهندسة المدنية,6,596198008,mr.abosaq@gmail.com,"طريق الامام سعود بن عبدالعزيز، حي المصيف",https://twitter.com/Constr_Leadrs?s=20
2119,الرياض,شركة اجا للتجارة والمقاولات - - -,6,504839800,abdala@m.aja.com.sa,,
2120,الرياض,ارم للاستشارات الهندسية,6,505466160,raed@rancogroup.com,الرياض - الملز شارع صلاح الدين,www.rowadaltameer.com
2121,الرياض,المسكن العصري للهندسة المعمارية,6,538856733,ww-348@hotmail.com,رفحاء,www.fhgfd
2122,الرياض,شركة سليمان عبدالعزيز الباتلي وشركاه,4,555112292,ewafek@labab.com.sa,,
2123,الرياض,مكتب همم التصاميم للاستشارات الهندسية,6,566188858,hg-8955@hotmail.com,الرياض المهدية,www.hg-8955.com
2124,الرياض,ايكوم العالمية للاستشارات الهندسية,1,508166677,ibrahim.alajlani@aecom.com,"أبراج التعاونية، البرج الشمالي، الدور الحادي عشر",https://aecom.com/sa/
2125,الرياض,شركة كات العربية للمقاولات العامة شركة شخص واحد,2,593333049,,,
2126,الرياض,مشعل عبدالرحمن عبدالله بن سرحان للهندسة المدنية,6,595055638,engmeshal10@gmail.com,حي الرحمانيه,000.000
2127,الرياض,الهدف الذكي للاستشارات الهندسية,6,505802867,alshammaryhd@gmail.com,حي الاندلس,http://www.sgc-ksa.com/
2128,الرياض,النظره المتكامله للاستشارات الهندسيه,6,504912349,omar@saadeddin.com,حي الفيحاء مخرج 15 شارع طلحه بن عبيدلله,www.division-int.com
2129,الرياض,شركة تكنولوجيا التشييد للتجاره والمقاولات المحدوده,5,504709789,,,
2130,الرياض,شركة سهول البيئه لتدوير المواد الاوليه,2,532464412,m.alrumayh@outlook.com,شارع الامير ماجد,www.wadimaramer.net
2131,الرياض,شركة مجموعة وادي مرامر الإنشائيه,1,547961427,ahmed.helmy@wadimaramer.net,,
2132,الرياض,سليمان محمد القرعاوي للاستشارات الهندسية,6,562470174,gm@wadimaramer.net,,
2133,الرياض,دقة حلول للهندسة المدنية,6,505484892,engarct3030@gmail.com,شارع عبيدة بن ابي الجراح,www.n.com
2134,الرياض,محمد تركي محمد العقيل للاستشارات الهندسية,6,550880663,mohe.alaqil@gmail.com,الصحافة عمارة تجريد مكتب 22,mtqs.online
2135,الرياض,شركة تطوير الاعمال المتعددة للتجارة,4,505217419,,,
2136,الرياض,المحور الرابع للاستشارات الهندسية,6,561000003,aldosaria33@gmail.com,,
2137,الرياض,ثامر عبدالله محمد الرقيب للاستشارات الهندسية,6,505866185,alrugaib@gmail.com,2075 الدائري السمالي الإزدهار 12487,www.tacon.com
2138,الرياض,فهد منهي بن عوض الحربي للمساحة الأرضية,6,537070215,ppaa4282@gmail.com,الرياض - حي اليرموك - شارع النجاح,WWW.almsaha.com
2139,الرياض,نبيل محمد عباس للاستشارات الهندسية,,9.66506E+11,nabil@nabilabbas.com,,
2140,الرياض,شركة سين للإنشاء والتطوير,5,555177700,,,
2141,الرياض,مؤسسة عبيد عايض المرزوقي للمقاولات,6,504420683,,,
2142,الرياض,شركة قوة الاعداد المحدودة,4,505320677,,,
2143,الرياض,اعمار الخليج للاستشارات الهندسية,,534277772,alshuaibi8@gmail.com,الرياض - حي الياسمين,www.emaargulf.com
2144,الرياض,اباك للاستشارات الهندسية,,566066156,muh.a.alayaf@gmail.com,"شارع الظهران،الملز،الرياض",1441.64
2145,الرياض,أبراج مكة للاستشارات الهندسية,6,555585396,rakan_sh101@hotmail.com,شارع الحضرة - غرناطة - الرياض,www.abrajmkh.com
2146,الرياض,مؤسسة الاساس العريض للمقاولات,3,567555800,eng.aga85@yahoo.com,,
2147,الرياض,أوابد العمارة للهندسة المعمارية,6,560755557,emaar.four@gmail.com,https://maps.app.goo.gl/SrahozR7tKoc3PGQ9,https://maps.app.goo.gl/SrahozR7tKoc3PGQ9
2148,الرياض,شركة آماق للمقاولات -,6,540350014,ebrahem200510@yahoo.com,,
2149,الرياض,الرويشد للاستشارات الهندسية,6,505461081,saudrow@yahoo.com,"3999 طريق الخرج ، الدار البيضاء، حي العز يزية 14516, 8178",RCE.sa
2150,الرياض,اشكال والوان للاستشارات الهندسية,6,551147937,abdulaziz.maqbul8@gmail.com,الخرج- حي السلام -شارع ابي بكر الصديق,askal111.com
2151,الرياض,محمد علي فقيه للاستشارات الهندسية,6,535677777,mohands@me.com,حي السليمانية,https://www.feco.ba/en
2152,الرياض,سعد مفرح الشمراني للاستشارات الهندسية,6,550551771,eng.532@hotmail.com,حي العارض - شارع ريحانه بنت زيد,www.eng.532.com
2153,الرياض,شاد للاستشارات الهندسية,1,554055044,info@shadconsult.com,النهضة - حريض,www.shadconsult.sa
2154,الرياض,عصام امين كتبي للإستشارات الهندسية,,556100026,al-maqasid@hotmail.com,"الدائري الشمالي, حي المصيف",mb.sa
2155,الرياض,شركة مزايا الاداء للمقاولات العامة,4,554533335,,,
2156,الرياض,المدار للاستشارات الهندسية,6,532449432,madar.e.c@hotmail.com,,
2157,الرياض,رمز البناء للاستشارات الهندسية,6,543778899,m.al3mri@icloud.com,الرياض - حي ظهرة لبن - شارع الطائف,www.iconbuilding.com
2158,الرياض,شركه الدارة وشريكه للاستشارات الهندسيه,3,598899656,aldarhecp@aldarhecp.sa,النرجس -العارض,aldarhecp.aldarhecp.sa
2159,الرياض,شركة فئة للاستشارات الهندسية شركة شخص واحد,5,555468822,abdulaziz@feah.cc,الياسمين,www.feah.cc
2160,الرياض,الشركة الوطنية الأولى للإستشارات الهندسية,6,554901119,khalidmashjari@fnrco.com.sa,,
2161,الرياض,شركة باسل عبدالعزيز المشرف للهندسة المعمارية شخص واحد مهنية,6,599811662,basil@horizon-arch.com,"حي النرجس،3907",horizon-arch.com
2162,الرياض,إبراهيم حمود القصير للاستشارات الهندسية,4,594444895,info.iqarchitects@gmail.com,شار الامير سلمان بن محمد ال سعود,info.iqarchitectsgmail.com
2163,الرياض,شركة درة التل للمقاولات - - -,6,535020012,safwan0506@hotmail.com,,
2164,الرياض,مؤسسة اشراقة الاعمار للمقاولات العامة,4,554588776,Skhathamii@gmail.com,الرياض حي الروضة,not.com
2165,الرياض,شركة نافذ المحدودة شركة شخص واحد,6,504775599,,,
2166,الرياض,سليمان عبدالله الخريجي للاستشارات الهندسية,,9.6657E+11,solaiman@sak-consult.com,,
2167,الرياض,المنوال لاستشارات السلامة الهندسية,,9.66543E+11,fares777@yahoo.com,,
2168,الرياض,سعيد محمد ربيعه,6,555312421,said.rabiah@gmail.com,3564 الأمير ممدوح بن عبد العزيز - السليمانية - الرياض 12245-7482,https://engineering-consultant-2007.business.site
2169,الرياض,نهضة البنيان للهندسة المعمارية,6,555011514,Srrd-12@hotmail.com,حفصه بنت عمر,Www.hnahdt.com
2170,الرياض,شركة الجيل الطبية والتجارية,2,555660097,,,
2171,الرياض,الشركه العربيه للألكترونيات المحدوده ارديكو,5,555660097,,,
2172,الرياض,اتحاد المصممون للهندسة المدنية,6,555849393,Eng.rumyo@hotmail.com,شارع سعد بن بيشان,www.wwww
2173,الرياض,شركة أريا الأولى للهندسة المعمارية مهنية,6,551014499,info@arya.sa,الياسمين الرياض,arya.sa
2174,الرياض,ريف للاستشارات الهندسية,,9.66505E+11,maktabreef@gmail.com,,
2175,الرياض,البعد الخامس للاستشارات الهندسية,,9.66556E+11,eng_gis@hotmail.com,,
2176,الرياض,أميال للمساحة الأرضية,6,500441294,m450511@hotmail.com,الدائري الشرقي - مخرج 15 مقابل مسجد الراجحي,https://maps.google.com/maps?q=24.677265167236328%2C46.777557373046875&z=17&hl=ar
2177,الرياض,مؤسسه دقة الابعاد للمقاولات,6,556161714,,,
2178,الرياض,روامس للاستشارات الهندسية,6,509997403,rawamise2030@gmail.com,حي الملقا شارع ابحر,https://twitter.com/RawamesE
2179,الرياض,هلا للاستشارات الهندسية,,537474999,malsubaii@gmail.com,السليمانيه,https://halaeng.com/
2180,الرياض,زاوية الإتقان للمساحة الأرضية,6,500102279,mateeb303@gmail.com,الجنادرية,zawytaletkan.outlook.sa
2181,الرياض,مؤسسة ذوقك للمقاولات,6,505414586,mesferalis@gmail.com,,
2182,الرياض,مؤسسة رندان هوس للمقاولات العامة,6,504446419,,,
2183,الرياض,البناء الجديد للهندسة الكهربائية,6,502141419,a502141419@gmail.com,قرطبة يرجى تحديد الموقع من خلال الخريطة التفاعلية,www.gov
2184,الرياض,سقاية للإستشارات الهندسية,6,505428083,alghunaimi@yahoo.com,,
2185,الرياض,ناصر أحمد الحميدان للمساحة الأرضية,6,501117162,naseralhumidan@yahoo.com,الملز شارع تقاطع شارع جرير مع شارع فاطمة الزهراء,NASERALHMIDAN.COM
2186,الرياض,بندر عبدالله المجنوني للاستشارات الهندسية,,9.66556E+11,bandar130@hotmail.com,,
2187,الرياض,عبدالله ناصر جمعان لفحص التربة والخرسانة,,593010886,khaled@bnjamaan.com,,
2188,الرياض,مؤسسة رواسي واتقان للمقاولات,6,502555562,i-n7@hotmail.com,,
2189,الرياض,مكتب حرف العماره للاستشارات الهندسية,6,500006660,arc.meshal@gmail.com,حي الملك فهد,herfalemarh.com
2190,الرياض,شركة الاعمار والتنسيق,2,554411702,,,
2191,الرياض,المكتب العربي للخدمات الهندسية الاستشارية,3,532313399,mmk@aces-ksa.com,,
2192,الرياض,فيصل عبدالمحسن الرصيص للاستشارات الهندسية,6,560453912,amsf221988@gmail.com,مجمع الرصيص التجارى -الطابق 11 - العليا - الرياض- السعودية,https://corporate-office-11548208.business.site/
2193,الرياض,شركة أبناء إبراهيم بن سليمان العضيبي للمقاولات (شركة شخص واحد),5,551559992,alodaibyest@gmail.com,,
2194,الرياض,تيزار للاستشارات الهندسية,6,500171084,aazizm70@hotmail.com,الرياض حي النسيم الشرقي,not.com
2195,الرياض,الصقير مهندسون استشاريون,3,500726507,sugair_ce@yahoo.com,حي المحمدية طريق الملك عبد الله,www.sugair.sa
2196,الرياض,مؤسسة خالد جدعان فيصل العتيبي للتطوير العقاري,6,500005502,ka92315@gmail.com,الرياض,www.benjadaan.com
2197,الرياض,المدار الجنوبي للاستشارات الهندسية,4,553340403,aloqylyabdullah@gmail.com,,
2198,الرياض,مؤسسة خالد محمد بن حمدان الغامدي للمقاولات العامة,6,544405240,,,
2199,الرياض,شركة ركائز الخليج للاستشارات الهندسية,6,565636665,aaq-93@hotmail.com,الوادى,www.abdullahelqhtani.com
2200,الرياض,المنارة العمرانية للاستشارات الهندسية,3,553330783,mohammad@omraniah.com,الرياض حي الياسمين طريق الملك عبدالعزيز,www.Omraniah.com
2201,الرياض,شركة الوسام العربي المحدودة,5,565115555,,,
2202,الرياض,محمد ناصر محمد النويصري للهندسة المعمارية,6,544472445,m.alnwesri@gmail.com,الرياض - العوالي,www.alkhalil-group.com
2203,الرياض,شركة عبدالله عبدالكريم العثيم المتحدة,2,505225271,painzain0@gmail.com,,
2204,الرياض,شركة تترا الإحترافية للاستشارات المهنية شخص واحد مهنية,6,553052074,info@tatra-sa.com,الرياض,www.tatra.sa
2205,الرياض,المنظور الشامل للاستشارات الهندسية,5,544558551,fallath_1380@hotmail.com,حي الملقا - طريق انس بن مالك مع طريق الامير محمد بن سعد,https://almanzooralshamel.com/
2206,الرياض,شركة الهندسة والأبحاث العالمية للاستشارات الهندسية,2,553036987,rgme-eri@rgme.com,,
2207,الرياض,نواظر للاستشارات الهندسية,6,509141945,nawazerengineering@gmail.com,الرياض - انس بن مالك,dar-alardh.com
2208,الرياض,سيوف للاستشارات الهندسية,6,507720858,Syof14.com@gmail.com,الطائف,seyof.com
2209,الرياض,الخبراء المميزين للاستشارات الهندسية,,9.66504E+11,nsnwest@yahoo.com,,
2210,الرياض,ايوان مهندسون معماريون للاستشارات الهندسية,3,555478134,iwan_cons@yahoo.com,المحمدية,www.iwancons.com
2211,الرياض,اوتار للمساحة الارضية,6,505422911,harbissh@gmail.com,الرياض المرسلات,www.awtaroffic
2212,الرياض,شهد علي ناصر السديس للهندسة المعمارية,6,556000123,shahdalsudais@gmail.com,,
2213,الرياض,خبير المساحة للمسح والاستكشاف الجيولوجي,4,559866210,rayanx12341234@gmail.com,المعارض,https://expert-ksa.com/
2214,الرياض,الواجهات للاستشارات الهندسية,2,590488885,alwagehat@gmail.com,حى الياسمين,www.alwagehat.com
2215,الرياض,المنابر لاستشارات السلامة الهندسية,,9.66553E+11,nahidh85@yahoo.com,,
2216,الرياض,هضبة نجد للإستشارات الهندسية,6,555213996,talal.alsulaim@gmail.com,,
2217,الرياض,شركة خالد الراجحي القابضة,6,583599346,m.ns-33@hotmail.com,,
2218,الرياض,شركة أركان العز للاستشارات الهندسية,3,555600838,loohah@hotmail.com,الرياض حي العزيزية,not.com
2219,الرياض,بنس للاستشارات الهندسية,6,507776144,bandaralsaad1@hotmail.com,7671 حي الصحافة 13321,www.bns.sa
2220,الرياض,شركة كايلت,6,555145411,,,
2221,الرياض,وربا للاستشارات الهندسية,6,504906661,warbaengineering@gmail.com,,
2222,الرياض,شركة بن جار الله للتجارة والمقاولات,1,502528155,,,
2223,الرياض,أرجوان للاستشارات الهندسية,6,548880885,Eng.alzughaibi@hotmail.com,الطريق الدائري الثالث,orjwan.office.com
2224,الرياض,مؤسسة ضيف الله عطاالله عواد الشمري للمقاولات العامة,6,597519663,,,
2225,الرياض,اعمال الشبل للاستشارات الهندسية,6,556384432,afhagshah@hotmail.com,وادي الدواسر,not.com
2226,الرياض,شركة دليلك الفني للاستشارات الهندسية,6,554155574,dalelk.alfani@gmail.com,الياسمين,http://dalelk-tech.com/
2227,الرياض,مؤسسةهادي للمقاولات,4,566708896,,,
2228,الرياض,شركة أقطار للاستشارات الهندسية,3,504260633,aljeaidimoh@gmail.com,,
2229,الرياض,الشركة الوطنية للإدارة والخدمات المحدودة,1,507546658,mostafa.elgendi@ncms.com.sa,,
2230,الرياض,عبدالمجيد عبدالرحمن محمد النشوان للهندسة المدنية,,552885082,aama1991@hotmail.com,,
2231,الرياض,الفراغ المجهول للهندسة المعمارية,6,583199333,Archi.basem@gmail.com,حي لبن مخرج 44 شارع الطائف,www.google.com
2232,الرياض,شركة أكنان المتقدمة للمقاولات عامة,4,530096188,,,
2233,الرياض,شركة جوهرة العطاء للهندسة المدنية شخص واحد مهنية,6,555621320,orchidcosultants@gmail.com,3021,https://orchid.innodevelopment.com/
2234,الرياض,المجموعة المعمارية مهندسون استشاريون,,9.66564E+11,mail@alzakary.com,,
2235,الرياض,الروزنة للاستشارات الهندسية,5,554404228,eng-waleed17@hotmail.com,الرياض,www.roznaso.com
2236,الرياض,مؤسسة دار رسال للمقاولات,6,533224420,khotibi1985@gmail.com,,
2237,الرياض,مكتب واحة الريان للاستشارات الهندسية,5,505454830,,,
2238,الرياض,العقيل مهندسون استشاريون,6,550577887,n.a.n.20@hotmail.com,حي الصفا,alogayell.com
2239,الرياض,بروجر اس بي ايه,1,559183862,h.alammar@progerint.com,,
2240,الرياض,المكيال السعودي للاستشارات الهندسية,,555116840,info@almekyal.com,حي القدس,www.almekyal.com
2241,الرياض,التصميم المتكامل للإستشارات المهنية,5,505826999,m.alaugaili@idp-int.net,العليا,www.bing.com
2242,الرياض,قبة العمران للاستشارات الهندسية,3,505442599,al_ajlan@hotmail.com,الدور الاول مكتب 11 - مركز التعاون التجاري - طريق عثمان بن عفان - مخرج 7 - الرياض,https://urbansdome.com.sa/
2243,الرياض,قرم للاستشارات الهندسية,6,544999953,smdo95@live.com,حي إشبيلية,https://61dee1d685875.site123.me/
2244,الرياض,رابط التصميم للاستشارات الهندسية,6,591051001,f3mgmm@gmail.com,طريق سعيد بن زيد,dle.sa
2245,الرياض,شركة عسوب للتجارة والمقاولات,6,554191337,mafarreh@yahoo.com,,
2246,الرياض,عنوان للاستشارات الهندسية,5,561100770,enwan2000@yahoo.com,حي السليمانية,www.ecb.org
2247,الرياض,مؤسسة الحناكي للتجارة,1,556399744,gamal19642000@gmail.com,,
2248,الرياض,شركة بيجه السعوديه المحدودة,2,550812200,ibrahimasad@saudibiga.com,,
2249,الرياض,الشركة السعودية للتعمير,2,554485262,,,
2250,الرياض,نايف ابراهيم الدهيمي للمساحة الارضية,6,563593636,naif4u@yahoo.com,حي الملك فيصل شارع قس بن ساعده,www.ndso.com
2251,الرياض,المعماريون للمقاولات,4,4801011,,,
2252,الرياض,التنسيق المميز للاستشارات الهندسية,6,555559577,ssaa80@hotmail.com,الرياض حي المهدية,not.com
2253,الرياض,شركة رواس للإستثمار,6,553222343,danksa222@gmail.com,,
2254,الرياض,المخططات المتقدمة للاستشارات الهندسية,6,555977787,ghilanyh@hotmail.com,حي بدر - شارع ابن تيمية,www.ghilany.com
2255,الرياض,ثامر أحمد سالم بالجون للاستشارات الهندسية,1,566115252,thaaameeer@hotmail.com,الرياض - حي اليرموك,https://interior-architect-office-409.business.site
2256,الرياض,تهندس للهندسة المدنية,6,505111313,Majed2020@gmail.com,المهدية مخرج 35,www.tcons.sa
2257,الرياض,شركة ملبن للاستشارات الهندسية,3,550000059,info@malban.sa,"طريق الملك عبدالعزيز , حي الياسمين , عمارة الباك يارد",www.malban.sa
2258,الرياض,زخم للهندسة المدنية,3,550550511,naif.19@hotmail.com,حي الرمال -وادي الساحل,https://sites.google.com/view/zkham-engineering/home
2259,الرياض,شركة غسق للاستشارات الهندسية شخص واحد,6,598991815,dusk.consult@gmail.com,الرياض - حي الربيع,www.dusk.consult.com
2260,الرياض,اتاد الشرق الاوسط للاستشارات الهندسية,1,500126536,abdullahalk238@gmail.com,الرياض,atadeng.com
2261,الرياض,الرواد المبتكرة للاستشارات الهندسية,1,555501848,engwaelarchtict@yahoo.com,شارع التحليه حي العقيق الرياض رقم المبني 3142,www.rowad.com
2262,الرياض,خزام مهندسون استشاريون,6,553622144,info@khozam.sa,,
2263,الرياض,الرواد للإستشارات الهندسية,6,501127333,ambatt_group@yahoo.com,الرياض حي القدس شارع سعود الكبير,https://ambatt.com.sa/Detail?Id=5015
2264,الرياض,الركن الجديد للاستشارات المهنية,6,533150503,new.alrkn@gmail.com,طريق صلاح الدين حي الصفا بجوار مطعم الناضج,alrkn.com
2265,الرياض,مؤسسة شهب الجزيرة للمقاولات,6,545515078,,,
2266,الرياض,شركة الأعمال التنفيذية للاستشارات الهندسية شركة مهنية شخص واحد,6,555558713,mohmd.barraq@gmail.com,العليا,MBA.sa
2267,الرياض,حد السماء للاستشارات الهندسية,6,581111058,Eng.skylimit@gmail.com,العليا شارع العليا العام,Www.Skylimit.com
2268,الرياض,شركة إي أس بي تي العربية للمقاولات شركة شخص واحد,6,500046308,,,
2269,الرياض,قمة المنظار للمساحة الأرضية,6,560405222,ab0560405@gmail.com,ضاحية نمار,non.com
2270,الرياض,سما العمارة للهندسة المعمارية,6,502221185,info@smaarchi.com,حي الحمراء - شارع الحلفاء,www.smaarchi.com
